Sentence,Label
To human to main bhi hu na,2
atlast he is jawan,0
@drunkvinodmehta delhi jhuggi mein rahti hain. free paani bijli se kaam chale to accha hain...desh ka durbhagya hain.,2
arpit puranik ab tum aise marketing kar rahe ho apne products ki ?,2
Tu ??,2
centre for social justice report on gangs - one year after the riots . http/URL #d policy may have exacerbated problems .,1
ab toh india karega thrill,1
going to try &amp; watch act of valor for the 2nd time . the part i seen are pretty bad ass,1
just whooped some ass in kill confirmed with @someUSER and @someUSER tomorrow its back to makin kats cry in gears3,0
jisko khaana hai khaao jisko nai khaana hai mat khaao simple! #beefban,2
how did you know that i used to do exactly the same in my home town during winters . ! :) nostalgia ki goli ! !,2
"haha , , , true yaar , , bahot khel khela hai baaye hath se :p in practcals also",2
V good Modi ji aap lege rahe hum aapke sath he,0
mummiyan aise he pareshan krte h match me . .,1
hahaha hr student ka bahana copy ghar bhool gaya . . saale guddu teri dulhan aazaadiii . .,2
work almost over with then these negros won't see my face till monday night !,1
Bas thik thak,2
ajj ek hafte ke baad gag banate hai main roj page check kar kae pareshan hoo jate hoo ki koi naa koi gag banaya hoga apna but nahi rahta hai jabse ye page popular hua hai apna gag roj banana hii band kar diya hai :(,1
HBas sab vadiya yar Hone wala hai 6th sem bhi khatam ??,2
rt @mbjnkosi: lol they say this is not a odi match its hdi lol half day international match #indvsuae #cwc15,2
watevr bt ds z nt gud ... cns smwhr smbdy z seeng u,0
Marks nhi dikha rhi woh,1
aaj k din hatho m flag n flag wali clip school dress m lga k kya chamte they .,2
I can relate . Parents never give a shit about what we go through . They are confused and frustrated right from the fucking day we were born .,1
ab woh bola jisne kisi bhi party ko support karne se mana kardiya tha . . . a flop show annaji,1
ak sir well,0
anna ka khel has ended,2
iss baar phatake podh hi do . . . expiry date cross ho chuki hai unki :p,1
ye kal ki baat h news channels me bhi aaya h . ab kejriwal kya iski nomination cancel karega ? ?,2
man utd v arsenal on sat sees the best defence (afc) in the league (conceded 0 . 67 p/game) against the best attack (utd) (scored 2 . 67 p/game),0
hahaha . . . awesone . . . ye h guddu ke t . v . dekhne ke natije,0
Are kanjos ji aj to in sab se bat karo sab ko khush kar do itna to kar saktea ho ka nhe aj kanjosssssss mat bana plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz salman khan plzzzzzzzz,1
bhi aapke movie ka besabri se wait kr rha hu aur mera aasa hai ki iss sal recod tut jayega...,0
with aaloo paratha and hari chatani . . . . . . that too with maa k hath kuch special and gajar ka halwa ^_^ :),0
@someUSER thinking a bolt action . 30-06 may have to be in the cards for valentine's day or something .,2
😝 Ha balam Balak,0
ha ha ha . . . ab yeh kahaan se aaya ? attention monger ? ? ?,2
jo boy sex tak pahuch jae wo pyar nahi kar sakta . . .,1
free rail,0
shivani didi dekho aap model banati thi aise mere wo b ek din pehle . . . . . . hahaha,2
bhaiya h to sach bt bht bda h yr pdhte pdhte neck pain hone lgi ...,2
Bhai mujhe aapke sath acting karni hai main bhai aapke ghar ka kaam bhi kar doonga bhai mujhko mumbai le chalo bhai bhai plz bhai,2
great job doods countinue . .,0
dalken with rbi single to rf scores cofield from second . jags lead 11-3 with 2 out in the 9th . troy pitching change coming up .,2
"@someUSER tf2 , maybe some day z , and some diablo iii 2nd playthru perhaps . . . and you ?",2
love u bhai jii salman khan,0
@motorolaindia yeah. another wicket . and lord has taken a wicket. i repeat. #indiakamoto #indvspak,2
@someUSER @someUSER yes these are the submissions to be considered by grammys . in december they announce the actual nominees .,2
to hum kya kare :p . . . chal dafa ho ab :(,1
modi ke maki chooooooooth me mera booooooooooolaaaaaaaaaaaaaaa,1
App kise baat kar rahi ho,2
"Incase the above is a true situation , my only advice is not to be ashamed of oneself . If you are that way so its fine , but you are no less than anyone .",0
jai ho india . . . . .,0
u welakam saluu,2
feku ka bhashan fail ho gaya,1
kaha hai salman,2
guddu ab bada ho raha hai . . . . . . . . . . . . . . . . . . . aur nughty bhi . . . ;),0
. Salman bhai apni life khud Kharab kr rahe ho ase krke alla hafiz,1
udbilaao kaun sa naya character hain aaj ? ?,2
Start kia hai,2
@someUSER all i'm saying is we're playing 4 june not nov/dec . getting the kinks out now cuz come june well be there mini lin,2
kachua sir ko itni english aati hai ? ? :o,1
chalk to kashmir hua karta ha tb . dusre section wale maar kaat par utar aate the .,2
"login karne ke baad aapke account me 150 ka free recharge add ho jayegaa . . , !",0
white arrows play the earl on october 9th with family of the year and the new cassettes . don't miss this . http/URL,2
varanasi se ladoge ?,2
my sis won tickets for the jonas brothers concert @ fort canning on monday . . . .,0
#bjp ko delhi election me support kiya. 3 follower ghat gaye. phir khayal aaya.. bjp ki arthi ko kandha dene gaye honge. #delhidecides #aap,1
han yar kai baar kameene doston k wajah se saza milti thi . . . . . :(,2
Hi Bye😝😝😝,1
Ye sahi rahega,2
@tharun_yeluguri bayyaaa.. pk #komarampuli distributed suicide bcos of pk movie http://t.co/s1dzymvd,1
"@someUSER good girl , i'll see you tomorrow ?",0
we did for world cup final between india and australia . . . kuch nahi hua .,1
wwe #raw should be interesting next week . the road dogg returned to wwe at the royal rumble and shawn michaels is going to be on raw monday,0
give me your number .. kam se kam 10 ko lekar aunga hang karne,2
@someUSER today is our chinese july 7th valentine's day i hope you will soon find you that she wishes you to be happy happy valentine's day,0
yar maine socha tha ye page like kiya hain to du confession ayenge par yaha to bas ms ishita ke baare mein hi hain ... admin naam change kar de ... likh ishita confessions p,1
okkk bye,1
Salute to indian army... agar india se koi bachaa chale jatey den pakistani army return nai krta...,0
ek fake salman n cmnt kiya mujhe laga ap ho bhai,2
l ki power ? mujhe laga s ki power best thi :p,1
tinday khatam ho gaye kya is baar :p,2
Yess... bhaaijaan... hum aapke sath hai hamesha.. kuch b ho... love u sir g..,0
bhai tune to aaj imagination k records tod diye . . . . :d :d,1
LiKe my frIend saheed bhagat singh college confession page ...... https //m.facebook.com/sbsecconfessions?refid=5,2
those guys who are cracking jokes on confessor are simply sick ! this guy confessed his feeling just to remove weight from his heart & get some help & u making fun of him ? ? if u cant help him instead of mocking then plz die .,1
"ab bina anoriod mobile ke bhi paye free recharge ,",0
Superhit 800 crores,0
@someUSER is an official news that nash and thorton will play in davos ? are they going to play on 29th match ? can i buy tickets from italy ?,2
mast yaar,2
who else is excited to see the boys on startalk tomorrow ? ? ?,0
@ravish_ndtv @ravishndtv sutron ki maanein to logon ne modi ji ke swach bhrt abhyn me jajbati hokr jhadu par buton daba diya. #delhidecides,2
Ye bv film bohot hit hoga jaan,0
Dekhat Toc ?,2
lag to aise raha jaise guddu k papa machine gun lekar khade ho . :p,2
@someUSER mid-feb at the moment . i'm hoping it arrives before chinese new year !,2
bhaiyya iPhone kitne ka liya aapne,2
sharma ji kya classy banaye hain :p,0
Or Kuchni,1
Sonya tum ladka ho ya ldki jaldi btao ek kam h tum se,2
abhi tu game shuru howa hai #pakvsind #indvspak #cwc15,2
salman bhai asslam alykum,0
mai salman ka frnd,0
tum logo ne apni koi duka chalani h toh market me rent pe le lo yaay . . salo bhikhari khi k,1
"chalk sirf likhne k ne , marne k kam b aati thi . .",0
delhi bedi ki,2
Kuch nhi,2
"One question people who know you are admin of DUC always ask - \ "" Aur bhai Page se koi ladki wadki pati ki nahi ? \ "" . . #OldMonk",1
#ladsontour mon the boys ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! theres only 1 thing missin #banjoooooooooooooooooo how nooooooooo,2
hehehe . . . mai to aksar homework ghar pe bhul jati thi,2
guddu se bhi jyada dussht hai ye teacher . . . . raman sir ko chhodna mat guddu . . .,1
harry redknapp 2nd favourite at 7/4 to be next blackburn boss ! ! venkys please make this happen ! ! ! ! #makeredknapparover,0
Salman kab aate hai kab jate hai kisi ko pta nhi chalta,2
he deserves novel . .,0
"safe and sound at the hotel ! scotty passed out on the plane and had to get doctors and oxygen . practice tomorrow , . . . http/URL",0
bachpan yaad dila dete ho aap faisal bhai . .,2
Logo Uallu bna Aata hai bus 4 se 6 bje gye hai kha ho Tum....,1
Aide hi karte raho,2
dhawan is now in attack mode. that drop catch by amla. parnells rythem affected. sa need wkts. #indvssa #proteafire,2
saaaaaavdhan salman bhai ko bulane ka formula laaya hoon... sirf 51 rupe do or sallu bhai se baat karo.. baba ka prasaad lo.. sirf 51 rupe,2
"20rs . to nahi mile , 2 "" swaad "" ki tophiyan jarur mil jaati thi :p",1
"Salu bhai. Aap ka move jarur hit hogi bajrangi bali he na. ! Jis ke, saath bhagban hote hain hun ka koi kuch nehi kar sakta.!",0
😑,2
Happy new year 2016 .. Stay happy,0
"#rahulonleave rahul fb status ""onleave...feeling awesome"" 67 likes 3 comments #annareturns #oscars2015 #fruitfulstart",1
koi kuch bhe khe ap hit ho,0
Churu Rajasthan,2
Abbe .. Ek doc bhej rha hun English ka 12 angry men ka argument analysis h .. Usme modify kar lena ache se,1
annaa bhi kejriwal ka ustaad hai ! kya kejriwal ne annaa se sikha hai jhutth bolna ! dhokha dena !,1
Mujhe do min de,2
Okay sir,2
@namogr8 #aapsweep angoor khatte hein kya mere dost ?,2
Aap sabki madad karte he meri friend ki help kar dije pliz,2
Ap,2
"mizzou commemorates its win over kentucky with a t-shirt . no , really . | dr . saturday - yahoo ! sports http/URL #fb",0
AAJ mere desh ko anteraatma SE jaga hua honable PM mila,0
"wisin &amp; yandel record song with ricky martin , jlotimes of indiathe reggaeton duo wisin &amp; yandel announced monday . . . http/URL",2
maria in a good humour ofcourse,0
yee too sach me guddu ke baayen hath ka khel hai . . :-(,0
"love u vaijaan, always aapki intezar main rahtahu,,aapki ek zalak or aapki movie ka intajer main rahtahu.........Allah aapko khush rakhe or salamaat rakhe esi dua kartahu.....Ameen",0
kyle williams monday press conference: bills defensive tackle kyle williams talks about coming back from the bye . . . http/URL,2
budget 2015: key highlights for middle class tax-payers - the hindu http://t.co/va6jh7zzhw #unionbudget2015,2
rt @gareebguy: aaj pata chala maalik middle class hain. #unionbudget2015 #superbudget #sabkabudget,2
Sir hm sab digitial india ke platform pe chalna chahte hai.mai samghta ho kifirst priority hmre force ko hny chahiye becaymuse unhe sabse jyada digital hona must hai india ke liye.,2
sir ek spna h zindgi m ek bar milna h aapse,0
abh lo aagaya budget jisko b problem hai ukhaad lena #unionbudget2015,1
good attempt to make indian railways more better.#railbudget2015,0
hahahahaha . . . . ye haal hmaara science fair m hota tha . . . . . . ;),2
Kaha reh gye,2
Woh area bhi dekha jaha,2
please ek bar try kijiye . . . .,0
1st they should complete their promises in india .,0
a three-month-old boy was found abandoned at a platform of the chhatrapati shivaji terminus (cst) on saturday night . http/URL,2
super like hai yaar . . . hats of guru,0
marry weed ... simple ... marraige bhi hogi .. weed bhi ni shootegi ... aur tum dono ka happy ever after ...,2
"@someUSER a betrayed wife is legally allowed to kill her adulterous husband , but may only do so with her bare hands . (hong kong)",1
abe chipka nhi hun tv se . sofe pe baitha hun . :3,1
bhai jaan ead mubarak supose 6caror in bajrangi bhaijaan,0
"saw my 1st volkswagen "" twat "" today . take a jetta , lose the j , then spell teat , then turn the e sideways to get a w",2
thank u faizal bhai is cameo k liye xd,0
Abb isme du ki kya galti . paper bdiya nhi kregi too no kaaise aa jaege .. Rechecking ke too form bhre h apne .. Abb du wait krti rhegi kya haa bhai abhi iss ldki ka admission rh gya hai ....,2
"Jab tak desh me cinema hai , log chutiye banate rahenge P",1
main superman salman ka fan,0
"pakistan clears visa accord , india welcomes it - new delhi/islamabad , nov 1 (ians) a day after pakistan's cabinet ap . . . http/URL",0
good times :),0
s*x . passionately hona chayiye ....... vrna position to fielder bhi change karte h .. -p,1
#bjpcongresssaaf #ak49plus #now5saalkejriwal #delhidecides #aapsweptdelhi http://t.co/lqp7nvxf01 @arnabgoswami_tn sir look at this lolzzzz,0
superb . . . . made me remember my childhood . . . thumbs up :),0
very good indian labour .,0
or btaa,0
normal script kaam kar rahi hai ..,2
baat na kr smjha,2
plz tell me bhau salu miya ji,2
yaar itna to isme space bhi nai hota hoga . . .,2
@someUSER can you tell evelyn's bum mass i'm not gonna be at the bus stop tomorrow ? ! ? ! ?,2
bhaiji jaisa delhi ka development aap soch sakte hai waisa koi nhi soch sakta,0
sunshine sadaf you won't understand d feeling of a boy . . boys are senti but they love truly i don't know what happened with girls now a days . . as far as i think girls has many options that's why they don't care .,1
ram ram bhai salman,0
guddu ko smart phone ki jarurat hai :p,0
yeh goggles laga kar bowling karne ka funda aaj tak samajh mein nahi aaya #indvsuae,1
this was like in the last match of india vs sa some one in commentary box said rohit is a brilliant player if he stays it would be gud for india & the next ball rohit was out .,2
ðŸ˜›,1
sare awards isi acting k naam . . . (y),2
pyara saa bachpan .,0
are wait kro jaruri thodi na hai 4 bje ka bola hai to 4 bje hi aaye,0
yup true,0
all the best,0
yaar sahi hai shaan ke pass to gloves bhi hai khelne ko hmare pass to kuch bhi nhn hota tha . . :p,2
bhai aao n,2
manuel charr looks confident ahead of saturday clash vs . vitali klitschko: charr didn't look scared as he stared . . . http/URL,0
i love u toooo sooooo mache salman khan,0
buzzed that i'm going amsterdam on friday ! ajax tickets could do with turning up though #fuckyouviagogo,0
come out on monday to watch the woman in black w/ the model un ! free entry ! concessions w/ donation ! ! #ssu # http/URL,2
"the most famoous line is "" inke jaisa ganda batch abhi tak nhai aaya",1
"i'm hearing diamonds just entered the u . s top 5 and that rih is coming to snl the 10th , is this true ?",2
Me kara intjarr tera.. ..,0
"badli: #aap,ajesh yadav winner ; runner up devender yadav,inc with 35376 margin. #aapsweep http://t.co/yvea3tcgkm http://t.co/rteiaoe6m6",2
sabse adhik to 64 in 1 hi chalta tha ^_^,0
yr commerce wale log aise kya kha k ate hein 95% tho jaise bacho ka khel ho -_-,2
these all 70 promises are not practical at all where the money came from to fulfill these huge promises .,1
"rockets today with new team of asik , jeremy lin , and james harden ! ! ! ! watching only 1st quarter then leaving to and party",2
#313 I got dumped after 6 years . Feel like shit . Really on the verge of being suicidal . Anyone got any suggestions ?,1
#maukamauka bc ab fir kabhi mat bolna #mauka #indvssa #indwins,1
To tum kha ho ??,0
free computer,0
@someUSER lol you mean pronounce it ? idk either . . hmm . . . i like to say it like 'hair-may' or 'hair-mess' lmfao idk okay . xd,0
pray for mohamed morsi the new president of egypt that he may continue to be a leader for freedom and peace . http/URL,0
hum intazar karenge,2
Itarsi agaya be,2
"@someUSER follow @someUSER and meet her on november 26 , she'll be at the bell center by 4:00 pm . please fredo .",2
Aur jo chup chup ke bole chala jay vo hi asli hijde ki aulad hota hai ashu kutt,1
"duniya ne dekha dum, delhi jeet gaye hum. #aapstorm #aapsweep",0
it seem like austin rivers is tryin to had to get a bucket . i feel em tho my 1st game in the league i was trying hard too,2
@someUSER may your day be full of joy and happiness ! happy birthday nick j :),0
Tujhe link bheja hun dekhna,2
Radhika Medan- sirf salman ko chod kr baki sab call krnge tmhe.. ;) :),0
which players do you think deserve to be in saf starting xi against arsenal on saturday's game ?,2
Yemain hihun yar,2
Haan ho jaaye .... waise kiz cheez ka startup hai ??,1
"@someUSER yeah bro ! girls gone wild is hosting a party friday hahahah . make sure your in shape before bootcamp , otherwise it will suck .",2
honestey is best policy . sab ke liye,0
tracks hain dibbey nahi . loge paisa dey dia lekin modi key achhey din ka bhog bhog rahey hain,1
abki bar delhi me modi sarkar . . . har har modi . . ghr ghr modi . . .,0
@narendramodi @aamir_khan @rajkumarhirani modisir please ek baar pk movie dekhiye aur uske dwara uthaye gaye mudde par gaur kijiye,2
bahut pasand aaya,0
#pkdebate i am not against pk movie. but i remember that the censor board asked kamal hassan to remove some scenes from vishwaroopam movie.,2
Mohammad Anish bhai owasi always wroung yaar aur muslman aur hindu both ek hi hai sab Ramjaan mai Ram aata hai diwali mai Ali,0
yrr ap bhi kiss ke movie dekhne jaoge jab is ne he bol diya ki mere movies musalmano ke bina bhi chalte hn,2
4 in one lao super contra double dragon super mario aur majedar game khelo,0
Aaj usne bataya hoga course ka layout,2
i need a nice can because i want to play penny can on saturday . this is a real problem . cougar town just made me love this game . haha .,0
this pakistani idiot is not a federer fan anymore just bcoz he supported india in #indvspak match #pakvind #facepalm http://t.co/enwrwdvejj,1
Bhai jaan 4.30 pm ho gaiya hai ab to online avo kitna wait karvoga,2
"doston, is lota swamy ka kya kare? #aapsweep http://t.co/jtzwul9oe3",2
rt @sbr_ca: #unionbudget2015 : taxes on technical services reduced to 10% from 25%..,2
Admin ye apka zamana ni hai fb karne ka .. age v kafi hogayi apki .. ap rest karo,2
maa aaj bhi papa se chhupa ke money deti hai :),0
tere ma baap ko us raat so jana chahiye tha .... 3 ),1
ur gf is ex mirandian ..... uska teri story se kya connection h ??????????? P,2
Uske 0 ki flight hai,2
@gurmeetramrahim #msgyouthicon #msgrevolution papa j film dekh kr logo ko patachalega ki kinro ko third gender ka drja bhi aapj ki vagah se,2
rt karaminsan07: rt tejraminsan: gurmeetramrahim #msg100croreclub #blockbustermsg #mustwatchmsg eho mang mangaan mere satgur dyal g od …,2
Abitna bhi kya sharmana,0
iss baar delhi mein modi ka jaadu nahi chala kyunki kejriwal ka jhaadu chala :d #aapsweep #delhidecides #aapstorm #kiskidilli,1
Good ??,0
Kuch pakka sa to hai na yr,1
@someUSER but trust a dj who's giving away triksta - all about n . o . rap scene [choppa] on gumbo monday 7pm #fundingdrive2012 ! bounce !,0
Han jagrat,2
kya ho gyaa ?,2
"i'm going to babaman at vidia in cesena , italy - dec 22 http/URL",2
now gotta wait for friday for the knicks first game #3seed,2
charles dickens may just have been me in another life . #thisisme http/URL,2
Hnhi,0
superhero kitna bi powerful ho hote popat hi the . . . saale chaddi pants ke upar pehente the . . . . :-p,1
guddu ko laat marne wale kachhua sir . . . 90s school kids kabhi maaf nhi karegi,1
delhi ne pukara kejriwal dobara,2
""" guddu "" class ka sabse honhaar ladka , tabhi master ji ne use bheja chalk lane ! ! ! !",0
haa haaa haaa . . . . hummare class main yeh saubhagy mujhe prapt thaa . . . . ! ! ! kaash office main bhi aise chalk use hoti . . . . lol,2
Kujh v,2
i have peed in the sac swimming pool several times after realizing that a lot of swimmers do it too . . .,1
Aap koun saa phone use karte ho that is a useless phone......mera message aapko display nhi kar paa rha hoga...warna aap to reply karte hi karte....,2
Kise khushi main party de hai aap ne apne kaha tha aap sare comment padhte ho to ek reply to banta hai,2
"dear bowler bhaiyyon, khelo dilse wicket lelo jaldi se? k? :'( #indvspak",2
Ek baar mene jo commitment ki to fir me apne aap ki bhi nhi sunta! ;-),0
Abhi nai bhai,2
Are yar ab kya likhunga .. isse to project dekh lunga thoda,2
3 bar dkhunga m theatre m jake bajrangi bhaijaan,0
our isi wale bolte hai ki 5 bar allah hu akbar bol ke kisi bhi mahila ke sath sambandh banow halal hai . mohammad sahab ne pata nahi kon sa kuran likha jo ye log padh ke ye es tarah karte hai . kisi bhai ko yakin nahi ti message karo mere pass video hai . ma kasam . allah ka nam lekar aadmi ko kat te hai .,1
feku or kar b kia sakta hai,1
Aho aho,2
Kis kis ko rply denge salman...uffffff....jisko salman bahut achha lagta hain usko dena....,0
shi bole anna ji bas aap ja asirwad ki zrurat hae ab baar aap,0
serving today: a top-class batting order against the best bowling attack in the world that goes by the name dale steyn. #indvssa #cwc15,0
am d biggest fan of uaz... n d WORLD........... <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3,0
@someUSER this may end up being more beneficial to us with cofield playing more naturally at the end spot &amp; baker clogging up the middle .,0
rohit akela 103 khel dega aaj. #indvsuae,2
rite hai boss,0
"free free . sab kuch free paane ki aas rakhne vale , bhikhari soch vale , khujlival ko hi vote de",1
Namaaz padk dua karte ho k nhi,2
Ha nam k liye Hi aunga,2
1 ye papao ka alg hi rhta hai . . . . . . . . . . eco . pdha kro purchasing power kam ho jati h time k sath,1
hell is waiting for the defaulters . . . . . sex before marriage ! awwwww ! these guys will never confess here his breakup and cheating in future . . . ! good . . . . . .,2
Tension na le .. Ki naam ke liye aayega,1
very nice salman bai beautifull song,0
holi kab hai ....kab hai holi.... beef ke bachon... #beefban,2
obviously a person who has been in iit only will not see the good side of it . ask a person who has been in both the situations ( most of the m . tech guys ) .,1
ye to bigad ne ka age hai…,1
"jason wu - lace , bandeau tops , harnesses and the debut of his 4th bag line , the carolyn #jasonwu #nyfw",2
Ye dole banane hain apko na,2
Sir ji app ksy hoo???Hmlogo k apk flim k bauth din sa intyjar tha so..........Ap k film bajrangi bhaijan jarur dkhgy....We LOVE YOU.SALMAN Sir....,0
"i missed the 10th birthday of avril lavigne's sk8er boi ! darn , i love that song , especially the part where she rhymes boy with boy . #classic",0
@someUSER @someUSER next sunday is penciled . the harveys meet the lawson-mckennas for a royal rumble .,2
salman bhai bhool gye kya,2
goodnight ! big day ! tomorrow i'm at the school to 3:00 (argentina time) because i stay to the mallin ! (tomorrow i'll tell you what is that) !,0
After workout😜,2
gaana gaa- aaja loat ke aaja mere meet tujhe mere geet bulate hain .. ;-),1
Salman don't worry faltu ki abha se apke fan ko fark nhi padega movie mast chalegi,0
Sacha bharat INDIA,0
prestige ki whistle bajaa di sir ne guddu ki :d :d,1
2015 ke sabse bada jhoot !,1
yo i'm excited for royal rumble might book that monday off work so i can watch it,0
Bhai ab to tu support kar parents ko ... / economically nahi to mentally to kar sakta h ...,2
Hoga,0
guddu ko uniform b ni utarne di uncle ne,1
guddu yar tu shaadi kab kar raha hai ? ? mere gharwalo ne ladka dekhna start kr dia h n im so much in love wid u :p,0
Hehe he lolz,0
Ig 10,2
chal be pehle widout fuel se chalne waali gadi bna fir proud iitian+en_suffix feel krna ..,2
post kam telebrand ka add lag raha hai pehle mai bhut pareshaan tha meri koi gf nhi par bhut chahat thi fir maine banai fake id aur mai ab bhut khush hu -_-,2
"oldest joke in the book , to sa: "" kaha se fata-ke laaaye ho :p """,0
ohho ky bat h,2
Prnam ji kuch desh ke liye mai bhi krna chahta hu bas aapka thoda sath chahiye agar mil jaye to mera kaam aasan or khubshurat hmara desh hoga.,2
"@someUSER lmao how old are you ? club bodi should be live on sunday , its 18+ tho",2
Namaskar app ki vikash bahut achhi gurdev sab se achhi,0
good luck to joseph calleja tonight at the brits . see he's appearing at the royal festival hall on friday 11 jan in raymond gubbay concert,0
Râ€žj'Å’v Vâ€¹Vâ€ â€˜Â¤ Ready ho bhai aaj ki party ke liye,2
"on the set of the axis of the nigerian economy , airing every tuesday 8:30pm on nta international (dstv) http/URL",2
bas signup kare niche diye link se aur paye rs150 ka recharge turant .,2
it seem like it's national kissing day every other thursday ! who tf made that shit up ? ? !,1
"anyway , sorry for these random tweets about the finder . unfollow for the night . i'll be back to normal sports stuff tomorrow",1
"kaya huya, kaha hai app,hum logo ko murga to nehe banareha hai?",2
love it ! ! ! :d :d :d :d,0
beta abd! tera supari toh ipl ke time nikalenge. #indvssa,2
khasne wale ne bjp ko zukham de diya #aapsweep,2
@someUSER riri is the queen of shade . because her forehead blocks out the sun .,2
delhi mein nahi hun nahi to jarur aata,2
@sdhawan25 takes the catch as @ashwinravi99 gets wicket of his carrom ball..2nd wicket of the match. patil departs 41-4 #indvsuae,2
rt @amritaest: #hugachicken because they feel left out. inspired by @vishalbakaya. #beefban,2
intzaar mat karao aa b jao ya fir bol do ki kal baat karenge,1
kha chale gaye bhai..,2
or saath wali class wali bhi madam puch kye chalk deti thi,2
mujhe kbhi kisi ne gaadi pe nhi baithaya . . . main to hamesha unke piche he daudta . . .,1
@someUSER dublin this saturday . . . gotta get on the guinness ! !,2
so he kissed u @ rajiv chowk metro station . . . . . . wahan toh itni bheed hoti hain . . . . . . ! sach main aisa hua tha kya ?,2
"Fun, Humor, cheer!",0
@thekkapoor @imneer @mitenlapsiya @bushraef @mosessapir @1mgupta only one #shamitabh for us!!! #abrocks always!!!!! http://t.co/edxhow9fm4,0
isse achha to 8 in 1 ya 9 in 1 hota tha,2
Meri ma apko bhot yaad karti he bhai,0
Jaise tu khatu Shyam waalon ka khayega,1
#msgincinemas cant explain in words that how much amazing this movie. is.....,0
bajrangi bhai dar gaye is idd me lagta he,2
Yrr koi btaega ki rechecking ka result kaise dekhu ..,2
mast hai bhai jaan,0
"I can challenge we can change , bring d bloody bastards on d road , n bang dem brutally behalf of millions ppl ..!! ppl can't even thnk abt rape , nxt time ..!!",1
kya baat h..manwa khush krr diye..,0
Oye tu kyu badi badi baate karra hi...... Pagal ho kya...,1
fokat ki bheed bager ticket wale,1
bhai tere bachpan me virat kohli kab se aa gaya ? tu toh contra waale zamane se hai na ? :p,2
sarukh or amir khan bhi apke samne fel; he,0
wicket will fall in next over on retweeting this post. prayers for india #indvssa http://t.co/goablifajs,1
@someUSER i just got back from hawaii on monday and i'm feeling sick too .,1
Maine ek game bheja,2
gdrrrrr awaz salman bhai kiiii love u sallu,0
if you call me 'good girl' one more time you may find my scolding hot coffee heading towards your crotchal region .,1
Coro or kutto pr brosa mt kro,1
3.30 cant wait........,2
its ok ... focus on ur future .... past cnt b chngd ... bt prsnt cn b made . ),0
Kutte,1
Bhai jaan salam lekum aapke pass time hai,2
@rajasthanroyals #royalbattle two batsmen to score 5 centuries in #indvspak are sachin tendulkar &amp; salman butt,2
M/s???,2
Me bhe aap ka bahut bada dewana hu,0
Sallu bhaijan ki jai ho sallu bhai pure hindustan ka tiger,0
kejriwal is a feku,1
bete ko baap ke saamne uchhal na nahi chahiye... waarna kohli aur raina jeisa thenga padega #indvspak,1
aa jaiyu,2
rt @economictimes: a quantum jump in gross budgetary support for railways in 2015-16 http://t.co/vktpfs8i3c #railbudget2015,2
#aapkidilli #aapsweep #delhidecides photoshop ne aaj dum tod diya.,2
we thought we'd never see the day - axl rose does 1st tv interview in 20 yrs and shows up on time ! watch: http/URL,2
Aya reply aya bhai ka,0
rt @dumlagakehaisha: yeh lo gaya ek aur! zara batao iss match mein kaun jeet ke liye bhaagego? #indvsuae #khelodumlagake,2
Nahi. . behen ji tutiong . . . . mummyg ko schoolg . . . papa ko officeg,1
abe chutiye kabhi namaz bhi pad liya kar,1
3rd day in a row catching my mom watching sophia grace and rosie #obsessed #shelikesrosie #seriousfan,2
kal hi mera exam hai :'(,1
Jeevan hai .. Usme chupe kai jivanuon me,2
was sat watching degrassi then came to the realisation that little things will be aired in a while .,2
lunchar paji ko duniya se koi matlab nahi . . . . khane me lage pade hai wo . . .,2
BAJ GYA CHAR,2
only speaking in english at home wont do any good to guddu . . .,1
hehehehe mai hamesa yhi krta tha . . . hats off faisal bhai . . . :),0
humara scene to ulta tha . . . . . . . . . . . . . pitaji paise dete the aur maa le leti thi . . . . . . . . . . . . . . . . . . :p,1
Ab aa jao sir 4 bj gye hm wait kr rhe h,2
Bhai ko mat bolo wo buzzy hoga aajaiga,2
Ya allah salman agar nahi ana tha to pehle bola kyu thaa,1
okc thunder center kendrick perkins may miss the preseason due to a wrist injury,1
jarur aaj udbilaao match dekh raha hoga n guddu peeta ni usko ni to aaj team india jeet jata,2
Kuch rakha h khane ko maggi shaggi ?,2
hope everybody enjoyed ben amos at welton on monday ? don't forget @someUSER will be at market weighton this coming monday the 1st,0
acha sab ye btao bhai ka sbse bda fan kon hai,2
"#beefban in india, and talking about hallal chicken and eating pork in middle east !! hello god , why you make us ? for fighting on ur name",2
@gurmeetramrahim #blockbustermsg ji pitaji dhan dhan satguru tera hi asra lv u pitaji,2
"we’ll switch off , return fresh for world cup: dhoni .",0
prestige should be taught to bangladeshi fans who give irrelevant minnow reasons for their exit from cwc 2015 .,1
Mam,2
i forgot plies gone be at the moon tomorrow,2
but admin tumne khud ka time waste kiya mene to kabi pade hi nahi kon padta itne lambi lambi post . unlike kar to sab is fake ko,1
galt bt brdasht ni h mje xd m 4th stg tk pohoch jati t mario m -_-,0
